CID,Decline,Defect,Profit,Revenue,Balance,NetRev,FeeRev,ODFeeRev,Cost,Xsell
1452,1,0,26.96,38.59,1089.58,5.85,32.74,0,-11.63,1
1453,1,0,-9.91,0.86,56.18,0.3,0.56,0,-10.77,1
1454,1,0,2.1,14.28,52.97,0.28,14,0,-12.18,1
1455,1,0,12.02,24.27,652.08,3.14,21.13,28,-12.25,2
1456,1,0,154.73,163.69,-80.99,-0.43,164.12,159,-8.96,1
1457,1,0,10.37,24.45,1093.08,5.69,18.76,0,-14.08,2
1458,1,0,71.83,89.15,310.83,1.47,87.68,81,-17.32,2
1459,1,0,26.38,37.19,9945.43,37.19,0,0,-10.81,2
1460,1,0,-2.68,0.25,47.83,0.25,0,0,-2.93,2
1461,0,0,6.6,18.64,346.05,1.83,16.81,0,-12.04,2
1462,1,0,-0.31,7.19,407.87,2.19,5,0,-7.5,1
1463,0,0,6.28,18.01,114.26,0.61,17.4,0,-11.73,1
1464,0,0,-6.37,5.59,556.7,2.59,3,0,-11.96,2
1465,1,0,1.44,9.93,1473.46,7.89,2.04,0,-8.49,2
1466,1,0,269.14,278.97,130,0.64,278.33,274,-9.83,2
1467,1,1,-1.44,0.15,26.26,0.15,0,0,-1.59,1
1468,1,0,0.87,10.42,219.1,1.18,9.24,0,-9.55,1
1469,1,0,3.05,20.34,1714.03,9,11.34,0,-17.29,2
1470,1,0,4.36,16.93,972.58,5.22,11.71,0,-12.57,4
1471,1,0,5.35,24.13,1191.31,6.39,17.74,0,-18.78,1
1472,1,0,12.19,20.62,3237.24,17.35,3.27,0,-8.43,1
1473,1,0,25.25,33.98,445.07,2.38,31.6,28,-8.73,1
1474,1,0,24.26,32.31,399.34,2.15,30.16,0,-8.05,1
1475,1,0,12.28,27.14,707.23,3.6,23.54,0,-14.86,2
1476,1,0,2.79,9.89,419.84,2.25,7.64,0,-7.1,1
1477,1,0,-11.71,3.96,395.75,2.04,1.92,0,-15.67,3
1478,1,0,16.44,30.42,160.83,0.89,29.53,25,-13.98,2
1479,1,0,-3.97,6.16,575.62,2.78,3.38,0,-10.13,2
1480,0,0,-11.18,4.05,823.1801,4.05,0,0,-15.23,2
1481,0,0,1.25,9.03,1740.89,9.03,0,0,-7.78,2
1482,1,0,5.03,17.69,346.41,1.86,15.83,0,-12.66,1
1483,1,0,-3.96,3.64,447.93,2.33,1.31,0,-7.6,2
1484,0,0,-4.36,9.309999,419.99,2.01,7.3,0,-13.67,2
1485,0,0,2.34,8.48,1064.47,5.7,2.78,0,-6.14,1
1486,0,0,30.22,47.8,6458.02,32.16,15.64,0,-17.58,2
1487,1,1,-0.14,4.8,387.98,1.8,3,0,-4.94,2
1488,1,1,9.54,28.82,2153.47,11.12,17.7,0,-19.28,2
1489,1,0,-2.07,4.96,267.44,1.43,3.53,0,-7.03,1
1490,1,0,-1.56,21.99,720.59,3.7,18.29,0,-23.55,2
1491,1,0,30.21,35.62,2497.54,12.46,23.16,0,-5.41,2
1492,0,0,1.93,8.33,1828.37,8.33,0,0,-6.4,1
1493,1,0,12.91,31.62,90.39,0.42,31.2,28,-18.71,2
1494,1,0,15.86,22.33,1418.64,7.3,15.03,0,-6.47,2
1495,0,0,8.99,16.73,2935.15,15.73,1,0,-7.74,1
1496,1,0,51.77,57.81,165.76,0.88,56.93,56,-6.04,1
1497,1,1,21.25,25.59,114.51,0.59,25,0,-4.34,2
1498,1,1,30.01,49.15,1465.13,7.59,41.56,0,-19.14,2
1499,1,1,24.73,36.14,301.04,1.61,34.53,28,-11.41,1
1500,1,0,163.91,175.47,2391.22,12.82,162.65,140,-11.56,2
1501,1,1,449.65,481.45,81.6,0.44,481.01,448,-31.8,1
1502,1,0,87.2,99.83,1107.59,5.94,93.89,56,-12.63,2
1503,1,0,60.56,68.12,249.92,1.33,66.79,56,-7.56,2
1504,1,1,34.06,44.75,406.96,2.11,42.64,28,-10.69,2
1505,1,0,30.36,54.62,88.53,0.47,54.15,53,-24.26,2
1506,1,1,38.74,53.09,503.88,2.71,50.38,0,-14.35,1
1507,1,0,-0.52,21.17,714.22,3.84,17.33,0,-21.69,1
1508,0,0,-13.14,5.9,430.38,2.26,3.64,0,-19.04,2
1509,1,0,-5.14,3.23,348.58,1.81,1.42,0,-8.37,1
1510,1,0,33.03,45.48,4068.31,20.59,24.89,0,-12.45,2
1511,0,0,38.55,50.65,11933.79,47.68,2.97,0,-12.1,2
1512,1,0,2.64,38.57,1571.99,8.34,30.23,0,-35.93,8
1513,1,1,110.75,123.78,-17.6,-0.1,123.88,103,-13.03,2
1514,1,0,3.57,9.5,1771.8,9.5,0,0,-5.93,1
1515,1,0,119.58,126.33,382.75,2.05,124.28,112,-6.75,1
1516,1,0,6.53,17.34,1819.13,8.79,8.55,0,-10.81,2
1517,1,0,23.21,32.36,90.08,0.41,31.95,28,-9.150001,4
1518,1,0,2.95,9.09,692.94,3.71,5.38,0,-6.14,1
1519,0,0,8.04,15.22,2783.2,14.86,0.36,0,-7.18,2
1520,1,0,3.48,15.28,1234.65,6.54,8.74,0,-11.8,2
1521,1,0,47.07,70.99,830.32,4.45,66.54,28,-23.92,1
1522,1,0,-3.78,2.27,423.02,2.27,0,0,-6.05,1
1523,1,0,36.18,40.4,1872.23,10.04,30.36,0,-4.22,1
1524,1,0,272.92,282.03,336.06,1.8,280.23,280,-9.11,1
1525,1,0,-1.4,0.16,29.03,0.16,0,0,-1.56,1
1526,1,0,18.15,28.2,928.25,4.99,23.21,0,-10.05,2
1527,1,0,0.96,32.3,1597.46,8.02,24.28,0,-31.34,2
1528,1,0,-1.53,4.2,174.1,0.93,3.27,0,-5.73,1
1529,1,0,15.5,23.01,1174.61,6.29,16.72,0,-7.51,1
1530,1,0,-0.76,3.08,17.18,0.08,3,0,-3.84,3
1531,0,0,28.49,38.38,3739.54,18.03,20.35,0,-9.89,2
1532,1,1,-0.12,0,0,0,0,0,-0.12,2
1533,1,0,29.79,38.82,208.37,1.12,37.7,28,-9.03,1
1534,1,0,63.41,69.9,2593.93,13.9,56,56,-6.49,1
1535,1,0,116.21,124.64,179.39,0.96,123.68,112,-8.43,1
1536,1,1,1.93,9.59,153.83,0.82,8.77,6,-7.66,1
1537,1,0,80.14,88.19,106.7,0.57,87.62,84,-8.05,1
1538,1,0,123.77,138.22,115.16,0.62,137.6,131,-14.45,2
1539,1,1,-3.68,0.37,6.95,0.04,0.33,0,-4.05,1
1540,1,0,3.34,15.79,1182.45,6.34,9.45,0,-12.45,1
1541,1,0,11.4,17,1139.78,6.11,10.89,0,-5.6,1
1542,1,1,-5.38,16.17,74.62,0.38,15.79,0,-21.55,2
1543,1,0,-8.26,1.5,83.51,0.45,1.05,0,-9.76,1
1544,1,0,7.21,13.3,2924.22,13.3,0,0,-6.09,1
1545,1,0,11.04,31.66,229.24,1.12,30.54,0,-20.62,2
1546,0,0,-2.54,2.63,491.38,2.63,0,0,-5.17,1
1547,0,0,111.04,116.28,131.54,0.72,115.56,112,-5.24,1
1548,1,1,20.38,25.13,700.39,3.75,21.38,3,-4.75,1
1549,1,0,27.08,33.25,166.88,0.89,32.36,28,-6.17,1
1550,1,0,4.38,11.24,987.1,5.29,5.95,0,-6.86,1
1551,1,0,34.6,39.55,273.99,1.46,38.09,28,-4.95,1
1552,1,0,8.96,16.6,941.49,5.04,11.56,0,-7.64,1
1553,1,0,3.91,12.19,565.58,3.03,9.16,0,-8.28,1
1554,1,0,-7.19,8.45,1197.99,5.45,3,0,-15.64,1
1555,1,0,21.5,26.65,3139.56,15.68,10.97,0,-5.15,1
1556,1,1,11.01,16.71,719.97,3.87,12.84,0,-5.7,1
1557,1,0,-3.71,5.55,574.77,3.08,2.47,0,-9.26,1
1558,1,0,78.93,98.88,354.29,1.89,96.99,60,-19.95,1
1559,1,0,1.74,10.28,92.21,0.49,9.79,0,-8.54,2
1560,0,0,-4.99,0.65,120.05,0.65,0,0,-5.64,1
1561,1,0,-3.78,0.99,116.65,0.63,0.36,0,-4.77,1
1562,1,0,167.65,175.15,326.91,1.75,173.4,140,-7.5,2
1563,1,0,233.76,248.42,229.96,1.18,247.24,224,-14.66,2
1564,1,0,-3.79,2.86,269.58,1.44,1.42,0,-6.65,2
1565,1,0,67.05,82.48,359.25,1.92,80.56,56,-15.43,1
1566,1,0,-0.12,0,0,0,0,0,-0.12,1
1567,1,1,0.34,5.31,185.31,1,4.31,0,-4.97,1
1568,1,0,7.14,13.39,1519.02,8.15,5.24,0,-6.25,1
1569,0,0,-1.73,2.58,481.19,2.58,0,0,-4.31,1
1570,1,0,21.71,29.37,311.93,1.65,27.72,25,-7.66,3
1571,1,0,70.58,81.04,150.2,0.8,80.24,53,-10.46,2
1572,1,0,5.75,22.34,778.6,3.99,18.35,0,-16.59,2
1573,1,0,-5.8,2,26.01,0.14,1.86,0,-7.8,6
1574,0,0,-0.73,6.07,723.98,3.89,2.18,0,-6.8,2
1575,0,0,26.27,34.83,4259.83,22.83,12,0,-8.56,1
1576,0,0,8.5,23.62,676.83,3.62,20,0,-15.12,1
1577,1,0,5.19,9.28,1389.36,7.44,1.84,0,-4.09,1
1578,1,0,10.14,16.06,731.65,3.92,12.14,0,-5.92,2
1579,0,0,0.4100001,12.55,894.98,4.7,7.85,0,-12.14,2
1580,1,0,-0.0999999,17.41,619.03,3.32,14.09,0,-17.51,2
1581,1,0,-6.18,1.63,58.9,0.31,1.32,0,-7.81,2
1582,1,0,4.64,14.83,82.94,0.44,14.39,0,-10.19,2
1583,1,0,123.54,134.37,632.59,3.39,130.98,112,-10.83,1
1584,1,0,2.72,9.780001,598.47,3.21,6.57,0,-7.06,2
1585,0,0,-1.69,1,195.16,1,0,0,-2.69,2
1586,1,0,-5.07,20.48,1976.01,10.52,9.96,0,-25.55,2
1587,0,0,7.05,18.04,3004.81,15.85,2.19,0,-10.99,3
1588,1,0,0.65,5.29,238.51,1.29,4,0,-4.64,2
1589,1,0,31.87,38.17,1079.49,5.76,32.41,0,-6.3,4
1590,1,0,25.75,31.89,3761.94,20.16,11.73,0,-6.14,2
1591,1,0,0.6,11.05,177.47,0.95,10.1,0,-10.45,1
1592,1,0,21.4,27.97,1559.88,8.370001,19.6,0,-6.57,2
1593,1,0,-3.87,0.08,15.21,0.08,0,0,-3.95,1
1594,1,0,-2.48,0.07,13.55,0.07,0,0,-2.55,1
1595,1,0,24.83,35.16,1692.45,9.07,26.09,53,-10.33,1
1596,1,0,19.23,32.68,601.28,2.99,29.69,0,-13.45,2
1597,1,0,22.94,33.18,2173.61,10.57,22.61,0,-10.24,2
1598,1,0,2.53,18.49,451.36,2.42,16.07,0,-15.96,1
1599,1,0,9.28,17.51,213.84,1.15,16.36,0,-8.23,1
1600,1,0,-0.34,7.7,411.16,2.2,5.5,0,-8.04,1
1601,1,1,26.99,35.33,1296.49,6.96,28.37,0,-8.34,1
1602,1,0,28.89,34.94,661.69,3.55,31.39,0,-6.05,1
1603,1,0,1.79,12.64,484.66,2.59,10.05,0,-10.85,2
1604,1,0,29.2,47.6,2317.37,12.42,35.18,0,-18.4,1
1605,0,0,-5.99,0.41,92.39,0.41,0,0,-6.4,1
1606,1,0,-5.66,1.1,255.98,1.1,0,0,-6.76,2
1607,1,0,23.67,28.34,55.58,0.29,28.05,28,-4.67,1
1608,1,0,288.08,303.47,383.7,2.05,301.42,279,-15.39,2
1609,1,0,-10.37,3.37,533.96,2.86,0.51,0,-13.74,1
1610,1,0,54.8,67.08,1481.32,7.53,59.55,0,-12.28,2
1611,1,0,5.07,18.48,911.43,4.48,14,0,-13.41,2
1612,1,0,-6.93,6.98,504.61,2.71,4.27,0,-13.91,1
1613,1,0,45.17,54.99,1555.53,7.69,47.3,0,-9.82,4
1614,0,0,3.61,12.35,899.95,4.51,7.84,0,-8.74,2
1615,1,0,12.25,35.22,474.91,2.31,32.91,0,-22.97,2
1616,1,0,17.31,27.19,1983.21,10.64,16.55,0,-9.88,1
1617,1,0,14.53,25.49,1972.7,9.57,15.92,0,-10.96,2
1618,1,0,7.87,14.04,1858.89,9.96,4.08,0,-6.17,2
1619,1,0,-1.42,11.54,499.11,2.67,8.87,0,-12.96,2
1620,1,0,-5.34,0.43,64.15,0.34,0.09,0,-5.77,1
1621,0,0,0.75,9.19,1325.88,7.11,2.08,0,-8.44,2
1622,0,0,37.72,51.88,86851.64,51.88,0,0,-14.16,3
1623,1,0,152.93,165.44,698.43,3.56,161.88,112,-12.51,2
1624,1,0,18.91,34.6,3147.01,16.87,17.73,0,-15.69,1
1625,1,0,83.50999,96.87,190.02,1.02,95.85,84,-13.36,2
1626,0,0,13.79,25.95,3707.53,19.05,6.9,0,-12.16,3
1627,1,0,1.91,16.82,1651.47,7.940001,8.88,0,-14.91,2
1628,1,0,3.09,8.8,865.7,4.64,4.16,0,-5.71,1
1629,1,0,-4.69,0.71,141.94,0.71,0,0,-5.4,2
1630,0,0,-0.34,3.83,764.8,3.83,0,0,-4.17,1
1631,1,0,14.07,22.98,1560.68,8.37,14.61,0,-8.91,1
1632,0,0,31.35,52.6,1835.61,9.450001,43.15,0,-21.25,2
1633,0,0,-6.61,5.27,998.98,5.27,0,0,-11.88,2
1634,1,0,11.05,18.54,1380.68,7.4,11.14,0,-7.49,1
1635,1,0,-1.97,0,0,0,0,0,-1.97,1
1636,1,0,-17.43,9.25,636.5699,3.35,5.9,0,-26.68,2
1637,1,1,70.58,76.09,24.83,0.14,75.95,75,-5.51,1
1638,1,1,102.14,107.74,-49.9,-0.26,108,102,-5.6,1
1639,1,0,36.29,46.37,186.53,1.01,45.36,28,-10.08,2
1640,1,0,25.44,53.02,539.06,2.89,50.13,28,-27.58,1
1641,1,0,-8.65,4.34,125.46,0.67,3.67,0,-12.99,1
1642,1,0,2.78,12.09,1567,7.99,4.1,0,-9.31,2
1643,1,0,24.91,29.15,214.03,1.15,28,31,-4.24,1
1644,1,0,-4.27,1.93,416,1.93,0,0,-6.2,2
1645,1,0,23.51,29.04,62.65,0.33,28.71,28,-5.53,1
1646,1,0,135.67,142.1,18088.4,90.02,52.08,0,-6.43,2
1647,1,1,19.58,28.22,1858.57,9.32,18.9,0,-8.64,1
1648,1,0,96.5,101.78,125.52,0.68,101.1,84,-5.28,1
1649,1,1,-7.93,1.7,29.53,0.16,1.54,0,-9.63,1
1650,1,0,30.98,43.92,548.5,2.87,41.05,24,-12.94,2
1651,1,0,45.74,65.52,103.06,0.55,64.97,56,-19.78,1
1652,0,0,16.57,21.61,4818.16,20.66,0.95,0,-5.04,1
1653,1,0,30.66,44.24,284.01,1.52,42.72,28,-13.58,1
1654,0,0,-1.84,0.45,90.32,0.45,0,0,-2.29,2
1655,1,0,2.77,6.75,1260.21,6.75,0,0,-3.98,1
1656,0,0,-2.06,2.07,386.96,2.07,0,0,-4.13,1
1657,1,0,-3.16,0.88,165.23,0.88,0,0,-4.04,1
1658,1,0,4.72,9.72,1812.36,9.72,0,0,-5,1
1659,1,0,-1.85,2.37,441.59,2.37,0,0,-4.22,1
1660,1,0,-6.88,1.68,314.3,1.68,0,0,-8.56,2
1661,1,0,-2.37,1.58,295.34,1.58,0,0,-3.95,1
1662,1,0,-1.27,2.74,510.67,2.74,0,0,-4.01,1
1663,1,0,-5.1,0.52,16.19,0.09,0.43,0,-5.62,2
1664,1,0,-1.35,2.9,540.6,2.9,0,0,-4.25,1
1665,1,0,1.95,6.23,1163.75,6.23,0,0,-4.28,1
1666,1,0,-1.96,2.11,393.43,2.11,0,0,-4.07,1
1667,0,0,1.31,5.26,979.29,5.26,0,0,-3.95,1
1668,0,0,15.02,20.74,4297.73,20.74,0,0,-5.72,1
1669,1,0,-2.76,1.25,232.08,1.25,0,0,-4.01,1
1670,0,0,7.07,13.19,2460.52,13.19,0,0,-6.12,1
1671,0,0,1.91,6.52,1215.79,6.52,0,0,-4.61,1
1672,1,0,17.04,25.37,5180.23,25.37,0,0,-8.33,2
1673,0,0,-3.64,1.42,266.51,1.42,0,0,-5.06,1
1674,1,0,-2.68,1.6,298.17,1.6,0,0,-4.28,1
1675,0,0,-5.51,2.83,560.29,2.83,0,0,-8.34,2
1676,0,0,-3.6,3.83,716.13,3.83,0,0,-7.43,2
1677,1,0,-0.63,5.01,935.78,5.01,0,0,-5.64,1
1678,0,0,-2.13,6.34,1183.52,6.34,0,0,-8.47,2
1679,0,0,-2.81,1.41,264.02,1.41,0,0,-4.22,1
1680,1,0,-6.04,0.63,114.83,0.63,0,0,-6.67,4
1681,0,0,-2.4,3.01,589.05,3.01,0,0,-5.41,1
1682,0,0,66.91,74.84,14281.01,74.54,0.3,0,-7.93,2
1683,0,0,4.69,9,1678.74,9,0,0,-4.31,1
1684,1,0,-4.08,1.13,237.37,1.13,0,0,-5.21,2
1685,1,0,1.82,9.31,2062.8,9.31,0,0,-7.49,2
1686,1,0,-6.7,0.27,51.37,0.27,0,0,-6.97,4
1687,1,0,0.1,8.08,1770.47,8.08,0,0,-7.98,2
1688,1,0,-3.92,0.03,5.82,0.03,0,0,-3.95,1
1689,0,0,1.81,9.75,2078.53,9.75,0,0,-7.940001,2
1690,1,0,-4.42,0.1,19.2,0.1,0,0,-4.52,1
1691,0,0,38.64,43.57,8955.97,43.57,0,0,-4.93,1
1692,1,0,8.77,12.93,2413.49,12.93,0,0,-4.16,1
1693,1,0,57.77,64.8,16085.53,64.8,0,0,-7.03,2
1694,1,0,38.02,43.1,8745.279,43.1,0,0,-5.08,2
1695,1,0,1.41,5.39,1005.13,5.39,0,0,-3.98,1
1696,1,0,16.14,33.21,806.77,4.32,28.89,18,-17.07,2
1697,1,0,-1.09,3.66,732.49,3.66,0,0,-4.75,2
1698,0,0,-4.2,4,815.95,4,0,0,-8.2,2
1699,1,0,-2.72,0,0.07,0,0,0,-2.72,1
1700,1,1,-5.58,2.69,514.16,2.69,0,0,-8.27,2
1701,1,0,4.33,11.84,2581.82,11.84,0,0,-7.51,2
1702,0,0,-1.14,4.07,759.57,4.07,0,0,-5.21,1
1703,1,0,11.58,18.76,4475.82,18.76,0,0,-7.18,2
1704,1,1,-5.23,3.41,704.12,3.41,0,0,-8.639999,2
1705,1,0,18.73,26.2,5438.64,26.2,0,0,-7.47,2
1706,1,0,-4.15,0.37,69.84,0.37,0,0,-4.52,2
1707,1,0,-6.44,1.73,321.63,1.73,0,0,-8.17,2
1708,1,0,-2.47,2.14,398.32,2.14,0,0,-4.61,1
1709,0,0,46.61,56.48,8330.24,41.48,15,0,-9.87,2
1710,1,0,13.25,25.06,1706.03,9.04,16.02,0,-11.81,2
1711,1,0,-3.3,1.73,322.93,1.73,0,0,-5.03,1
1712,1,0,-2.66,2.31,429.78,2.31,0,0,-4.97,1
1713,0,0,-2.7,1.85,342.63,1.85,0,0,-4.55,1
1714,1,0,55.12,60.86,1313.82,7.04,53.82,30,-5.74,1
1715,1,0,7.41,14.9,2885.19,14.9,0,0,-7.49,2
1716,0,0,-8.11,0.52,98.76,0.52,0,0,-8.63,2
1717,1,0,-1.51,3.43,638.73,3.43,0,0,-4.94,1
1718,1,0,31.27,37.75,594.13,3.18,34.57,28,-6.48,1
1719,1,0,-3.95,0,0.38,0,0,0,-3.95,1
1720,1,0,-2.98,4.6,939.22,4.6,0,0,-7.58,2
1721,1,0,-2.26,1.69,315.08,1.69,0,0,-3.95,1
1722,0,0,10.16,18.16,3819.09,18.16,0,0,-8,2
1723,1,0,12.41,16.51,3080.2,16.51,0,0,-4.1,2
1724,1,0,-3.61,0.49,91.34,0.49,0,0,-4.1,1
1725,1,0,-7,0.61,112.06,0.61,0,0,-7.61,4
1726,1,0,-1.4,2.91,543.98,2.91,0,0,-4.31,1
1727,1,0,11.49,15.83,2953.9,15.83,0,0,-4.34,2
1728,1,0,-2.33,1.68,312.65,1.68,0,0,-4.01,1
1729,0,0,32.48,46.04,7216.38,28.09,17.95,0,-13.56,2
1730,0,0,19.51,58.18,3172.59,15.78,42.4,0,-38.67,3
1731,1,0,-3.48,0.47,88.82,0.47,0,0,-3.95,1
1732,1,0,0.53,5.92,1105.43,5.92,0,0,-5.39,1
1733,0,0,60.69,66.14,13479.8,66.14,0,0,-5.45,1
1734,0,0,49.26,53.32,11059.77,53.32,0,0,-4.06,1
1735,0,0,-3.09,1.57,304.89,1.57,0,0,-4.66,1
1736,0,1,-2.54,0.31,59.52,0.31,0,0,-2.85,1
1737,0,0,37.33,53.52,11196.25,53.52,0,0,-16.19,5
1738,0,0,52.74,56.84,10604.95,56.84,0,0,-4.1,1
1739,0,0,-1.24,3.67,685.44,3.67,0,0,-4.91,1
1740,1,0,-4.04,0.95,196.65,0.95,0,0,-4.99,1
1741,1,0,-4.01,0.18,33.44,0.18,0,0,-4.19,1
1742,1,0,-3.51,4.22,816.59,4.22,0,0,-7.73,2
1743,0,0,0.11,4.18,780.38,4.18,0,0,-4.07,1
1744,0,0,-0.8700001,5.97,1112.95,5.97,0,0,-6.84,2
1745,0,0,8.9,13.06,2437.84,13.06,0,0,-4.16,1
1746,1,0,-1.02,7.18,1648.09,7.18,0,0,-8.2,2
1747,0,0,20.57,24.7,4607.99,24.7,0,0,-4.13,1
1748,1,0,-3.09,2.05,395.49,2.05,0,0,-5.14,1
1749,1,0,-3.57,0.38,71.7,0.38,0,0,-3.95,1
1750,1,0,-5.27,4.33,906.52,4.33,0,0,-9.6,4
1751,1,0,-3.38,0.72,134.44,0.72,0,0,-4.1,1
1752,1,0,-4.03,0.1,18.32,0.1,0,0,-4.13,1
1753,1,0,0.06,3.45,780.13,3.45,0,0,-3.39,1
1754,1,0,-6.32,0.53,97.3,0.53,0,0,-6.85,2
1755,1,0,0.41,4.48,837.22,4.48,0,0,-4.07,1
1756,0,0,-5.89,1.53,446.06,1.53,0,0,-7.42,2
1757,1,0,-3.13,4.45,869.78,4.45,0,0,-7.58,2
1758,0,0,26,38.73,2942.41,13.3,25.43,0,-12.73,3
1759,1,0,-1.02,3.26,337.12,1.81,1.45,0,-4.28,1
1760,1,0,27.01,35.77,3311.47,17.57,18.2,0,-8.759999,2
1761,1,0,-7.02,0.5,94.43,0.5,0,0,-7.52,2
1762,1,0,213.35,236.01,484.12,1.92,234.09,225,-22.66,2
1763,1,0,-0.85,3.34,623.19,3.34,0,0,-4.19,1
1764,1,0,1.59,9.74,1860.45,9.74,0,0,-8.150001,2
1765,1,0,-0.89,3.69,689.62,3.69,0,0,-4.58,1
1766,1,0,-1.79,0.22,39.95,0.22,0,0,-2.01,1
1767,0,0,21.71,42.63,820.72,4,38.63,28,-20.92,2
1768,1,0,35.94,45.77,960.4,5.14,40.63,18,-9.83,1
1769,1,0,31.6,35.81,7356.31,35.81,0,0,-4.21,1
1770,0,0,15.34,19.5,3637.6,19.5,0,0,-4.16,1
1771,1,0,-0.49,7,1567.75,7,0,0,-7.49,2
1772,1,0,6.3,13.14,3068.2,13.14,0,0,-6.84,2
1773,1,1,86.97,94.61,208.93,1.12,93.49,83,-7.64,1
1774,0,0,20.32,27.73,6188.21,27.73,0,0,-7.41,2
1775,1,0,9.67,17.15,3808.4,17.15,0,0,-7.48,2
1776,1,0,-4.41,1.08,201.06,1.08,0,0,-5.49,1
1777,0,0,63.09,70.1,20118.47,70.1,0,0,-7.01,2
1778,1,0,-1.89,2.21,411.94,2.21,0,0,-4.1,1
1779,1,1,-3.09,2.58,481.93,2.58,0,0,-5.67,1
1780,1,0,16.07,27.23,801.11,4.29,22.94,0,-11.16,2
1781,1,0,-2.37,3.01,625.76,3.01,0,0,-5.38,1
1782,0,0,25.77,33.37,6240.51,33.37,0,0,-7.6,2
1783,0,0,-3.06,3.76,765.46,3.76,0,0,-6.82,2
1784,1,0,5.12,13.08,2439.8,13.08,0,0,-7.96,4
1785,1,0,-1.61,3.09,576.33,3.09,0,0,-4.7,2
1786,0,0,-1.93,2.89,537.98,2.89,0,0,-4.82,1
1787,1,0,0.46,5.01,936.56,5.01,0,0,-4.55,1
1788,1,0,64.82,72.42,889.59,4.42,68,56,-7.6,1
1789,1,0,-2.31,1.69,324.74,1.69,0,0,-4,1
1790,1,1,-5.67,1.59,371.6,1.59,0,0,-7.26,4
1791,1,0,1.54,11.1,343.08,1.85,9.25,0,-9.56,1
1792,1,0,-4.15,3.79,732.47,3.79,0,0,-7.940001,2
1793,1,0,-4.15,1.82,338.04,1.82,0,0,-5.97,1
1794,1,0,1.96,6.06,1131.09,6.06,0,0,-4.1,1
1795,0,0,-2.05,5.35,1033.85,5.35,0,0,-7.400001,2
1796,0,0,-3.46,0.66,120.94,0.66,0,0,-4.12,1
1797,1,0,-3.05,1.26,234.5,1.26,0,0,-4.31,1
1798,0,0,-4.53,3.02,562.49,3.02,0,0,-7.55,2
1799,1,0,-2.67,4.64,1051.17,4.64,0,0,-7.31,2
1800,0,0,-1.22,0.11,19.35,0.11,0,0,-1.33,1
1801,1,0,4.38,8.71,1809.34,8.71,0,0,-4.33,1
1802,1,0,-2.69,0.39,72.92,0.39,0,0,-3.08,1
1803,1,0,-1.14,6.69,1320.77,6.69,0,0,-7.83,2
1804,1,0,-4.19,3.5,700.71,3.5,0,0,-7.690001,2
1805,1,0,-5.71,2.05,383.64,2.05,0,0,-7.76,2
1806,0,0,-1,3.16,589,3.16,0,0,-4.16,1
1807,1,0,16.04,23.11,5713.31,23.11,0,0,-7.07,6
1808,1,0,-3.24,4.49,987.08,4.49,0,0,-7.73,4
1809,1,0,53.28,62.7,10694.47,49.76,12.94,0,-9.42,2
1810,1,0,1.66,5.61,206.54,1.11,4.5,0,-3.95,1
1811,0,0,-1.12,0.86,161.29,0.86,0,0,-1.98,1
1812,1,0,19.2,25.2,14215.41,25.2,0,0,-6,2
1813,1,0,-11.47,2.35,437.87,2.35,0,0,-13.82,1
1814,1,0,5.62,9.63,1796.57,9.63,0,0,-4.01,1
1815,1,0,-2.79,0.6,137.57,0.6,0,0,-3.39,1
1816,1,0,-4.09,4.39,840.95,4.39,0,0,-8.48,4
1817,1,0,-5.35,1.99,406.45,1.99,0,0,-7.34,2
1818,1,0,3.96,13.02,2655.61,13.02,0,0,-9.06,4
1819,1,0,18.68,31.56,1090.78,5.58,25.98,0,-12.88,3
1820,1,0,-2.46,2.72,504.94,2.72,0,0,-5.18,1
1821,1,0,-2.99,1.38,258.9,1.38,0,0,-4.37,1
1822,1,0,-3.31,1.3,240.05,1.3,0,0,-4.61,1
1823,0,0,-0.71,3.93,733.26,3.93,0,0,-4.64,1
1824,1,0,-2.09,2.04,381.74,2.04,0,0,-4.13,1
1825,1,0,6.37,11.22,2091.71,11.22,0,0,-4.85,1
1826,1,0,-1.19,5.96,868.43,4.66,1.3,0,-7.15,1
1827,0,0,-3.48,0.53,98.26,0.53,0,0,-4.01,1
1828,0,0,-7.76,5.18,958.72,5.18,0,0,-12.94,3
1829,1,0,-2.96,0.43,98.1,0.43,0,0,-3.39,1
1830,1,0,11.28,18.75,4067.83,18.75,0,0,-7.47,2
1831,1,0,-2.82,1.34,250.6,1.34,0,0,-4.16,1
1832,0,0,-4.13,3.2,597.79,3.2,0,0,-7.33,2
1833,1,0,-2.93,1.47,274.87,1.47,0,0,-4.4,1
1834,1,0,36.37,54.26,980.39,5.26,49,0,-17.89,1
1835,0,0,-1.07,3.18,594.4,3.18,0,0,-4.25,1
1836,1,0,-1.18,3.19,594.72,3.19,0,0,-4.37,1
1837,0,0,3.45,7.28,1479.1,7.28,0,0,-3.83,1
1838,0,0,-4.29,3.17,599.19,3.17,0,0,-7.46,2
1839,1,0,-6.16,1.73,324.23,1.73,0,0,-7.89,2
1840,0,0,6.24,12.72,2372.66,12.72,0,0,-6.48,2
1841,1,0,68.48,82.26,553.75,2.97,79.29,75,-13.78,2
1842,0,0,5.93,9.32,2217.51,9.32,0,0,-3.39,1
1843,1,0,-5.34,0.2,38.06,0.2,0,0,-5.54,2
